Customer_ID,Transaction_ID,Employee_ID,Credit_Card_Number,IBAN,Currency_Code,Random_Number,Category,Group,Is_Active,Last_Updated,Description
77309425891,34359790368,103079228967,4131053293826613966,GB78CKOS83213847032169,GNF,7475.0,B,Z,Yes,2022-02-06T23:35:26.906+03:00,Health sure story spend score inside.
60129589617,111669178515,103079257982,0,GB09PNHN68935997468997,HTG,6015.0,B,Unknown,Yes,2021-06-08T23:08:15.023+03:00,Serious authority shoulder when front many.
120259086344,23786,103079216286,6582679897553149,GB50WGDZ75581185201087,KPW,9130.0,A,X,Yes,2023-11-08T21:48:10.672+03:00,Everyone recognize begin what low toward brother.
103079257138,103079236418,103079252640,180022892714581,GB18JUMC98391545084321,Unknown,2599.0,C,X,Yes,2021-07-10T19:25:29.429+03:00,Second consider my relationship give claim Mrs.
17179889486,42949674735,103079232830,2680275351048591,Unknown,ZAR,8607.0,C,Y,Yes,2020-08-20T02:44:48.604+03:00,Participant act reach reflect majority all way.
68719530602,128849023044,103079262102,0,GB46LTIA86540256053210,AED,5064.0,D,Y,Yes,2022-10-09T20:38:54.491+03:00,Medical form miss company leg increase.
77309423279,25769851459,103079226653,4481065862987,GB03DNIU20924476399283,GYD,2642.0,Unknown,X,Unknown,2022-03-02T17:14:01.834+03:00,Stage condition stand agent.
103079217698,15969,103079218198,0,GB65NSIX55127338797223,ZAR,4219.0,A,X,No,2020-10-22T23:06:58.692+03:00,Firm marriage available produce until a never.
77309454841,103079223982,103079254655,0,GB16LMUY70330826686562,TMT,0.0,D,Y,No,2021-05-10T12:25:12.784+03:00,Middle last government see.
111669203292,128849030618,103079263284,4628780324792697,Unknown,TOP,1176.0,D,Z,Unknown,2021-12-15T04:23:49.673+03:00,Finally include partner college realize listen.
137438980256,94489300985,103079250103,676362550532,GB34ZPVK48923152719006,KGS,1303.0,D,Z,Yes,2021-08-27T14:15:27.490+03:00,Close business to management.
103079255768,94489319154,103079250419,3564402041717265,GB63ZUTP37769328553644,XAF,1319.0,A,Y,Yes,2022-12-28T23:11:43.672+03:00,Remember administration activity soon discover.
85899388395,103079256784,103079254538,4315222073351390650,GB17DWMO59547689757273,KGS,3920.0,B,X,No,2021-05-16T21:18:21.705+03:00,Six rule just.
94489284669,8589989884,103079219685,376830112056755,GB65ABEK04002251656026,TWD,1187.0,B,Z,No,2022-09-06T20:07:22.013+03:00,Magazine your people.
17179914263,111669159037,103079256936,3532533060419497,GB93ENXN26148618823480,FKP,7497.0,C,Unknown,No,2022-03-25T05:10:10.672+03:00,Tonight might institution consumer.
60129585897,103079270158,103079253050,4977113161249,GB33HPOU29946983310070,BBD,6977.0,A,Y,Yes,2020-02-07T06:49:13.841+03:00,Analysis dream science church natural talk sell.
77309432968,51539636927,103079236010,6547280609309260,GB57FFYQ21406644872843,BOB,6473.0,B,Y,No,2021-03-26T22:00:44.733+03:00,They song security tax throughout world.
85899350221,8589964520,103079220339,502014269596,GB23WFVZ62107210968678,BGN,3119.0,D,Unknown,Yes,2022-04-05T00:44:49.317+03:00,Pm key house Republican. Pm wind create provide.
94489333894,128849049837,103079262797,376182549574251,GB68NTFH21569307732855,JMD,4756.0,B,Z,No,2021-12-22T06:09:56.587+03:00,Unknown
137438959479,17179924583,103079222774,371557750848202,GB05KLIN35937228406826,PLN,8415.0,Unknown,Unknown,No,2022-07-08T14:45:07.230+03:00,Personal side teacher like.
34359785399,111669176786,103079258201,30068028071968,GB70KRHU53022588067955,CNY,5099.0,B,Unknown,Yes,2020-04-13T01:23:49.605+03:00,College bar administration pay ground customer.
120259094971,25769816401,103079225190,4314327954070,GB60IGAT39954243090851,NGN,2977.0,Unknown,X,No,2023-05-12T02:02:18.824+03:00,You worker do quality scientist.
120259117094,77309429279,103079243229,4416903701283285497,GB75PWNO50143378404812,NIS,6708.0,C,Unknown,No,2023-10-05T19:11:08.670+03:00,Middle money common actually question candidate.
28212,68719496640,103079242497,4177202091715558,GB47ODTK79256481395646,LTL,0.0,C,Y,No,2024-03-10T00:21:30.258+03:00,Data spring management size then operation.
85899369378,51539642092,103079235241,4833010546249108374,GB61ZDNJ59997581184695,AMD,1189.0,D,Y,No,2020-05-22T11:18:30.221+03:00,Claim eight few base tonight staff.
77309422868,25769831658,103079227087,6011608493885473,GB63NLVR21740557042317,BBD,8456.0,D,Z,Yes,2021-02-07T11:42:41.146+03:00,Good few day director case against room.
111669184003,85899382619,103079248642,4071933127817355977,Unknown,CLP,7253.0,B,Z,No,2021-02-09T23:01:22.459+03:00,Speak picture establish around he.
34359768447,68719477925,103079240540,3593330487556548,GB10IXGD55282079756226,IRR,9808.0,A,Z,Yes,2023-06-21T15:10:05.838+03:00,Unknown
111669182103,77309414122,103079244663,4154993130981233302,GB93SJHA17648063596920,GGP,4703.0,D,Z,No,2024-01-21T20:31:11.577+03:00,Argue including one study big.
