Customer_ID,Transaction_ID,Employee_ID,Credit_Card_Number,IBAN,Currency_Code,Random_Number,Category,Group,Is_Active,Last_Updated,Description
42949708295,85899350104,85899378629,30233184463165,GB82ZFSS90813181398096,PAB,6515.0,B,Unknown,Yes,2021-12-12T16:34:58.063+03:00,Without shake moment eight discussion.
85899346343,29992,85899347167,2452924189738024,GB50ZGVC71704600380754,TRY,9153.0,D,Z,No,2021-11-26T08:47:16.890+03:00,Wait represent generation mention everybody.
120259104406,42949700693,85899363400,4952940693318117390,GB93KKDI09599323072850,ILS,0.0,C,Z,Unknown,2021-09-18T22:06:39.656+03:00,Special keep general.
128849025854,17179872465,85899354968,3529486759475525,GB73OJPI86679333260490,MMK,8936.0,D,Z,Yes,2023-03-24T22:58:58.542+03:00,Young building alone kind push.
34359767889,68719479760,85899371794,180024031050349,Unknown,VND,8961.0,D,Y,Yes,2021-03-22T09:17:52.440+03:00,Defense activity feeling student.
42949716389,103079268701,85899384319,3555977714686062,GB65RKWF64065667151953,TMT,2062.0,D,Z,No,2020-03-29T00:44:17.140+03:00,Compare but than. Admit soldier opportunity dog.
34359786428,120259090853,85899391779,30175102292947,Unknown,EUR,2286.0,Unknown,Unknown,No,2020-03-24T22:04:59.590+03:00,Somebody oil book maybe better trip surface.
51539645176,85899370814,85899379219,0,GB79HNPX82000663390033,STD,4987.0,C,Y,Yes,2023-07-14T00:44:29.528+03:00,Trade mind later mention.
51539659326,128849048600,85899392944,4517901432517,Unknown,IDR,0.0,C,Y,Yes,2020-08-31T10:05:11.147+03:00,Unknown
17179906934,85899349753,85899377087,4022353380990598145,GB26ZSUK16352424773646,PYG,0.0,C,Z,No,2023-08-25T13:04:30.008+03:00,And evening price like discover bill.
34359774236,85899349643,85899377619,36859026015302,GB64NGWD00808635946618,Unknown,1804.0,C,Z,Yes,2021-01-30T00:36:01.440+03:00,Water left look miss.
8589942523,17179880371,85899354212,36166165339638,GB40FPRC33683171849319,MKD,2226.0,D,Z,No,2020-11-17T23:52:29.663+03:00,Within produce music easy budget morning despite.
77309451850,94489323138,85899382783,4611421567017,Unknown,XOF,1384.0,C,Z,No,2022-05-01T10:19:56.303+03:00,Into entire ability surface.
85899365139,42949722179,85899363509,30565776801553,GB48OGJL20898621728872,LAK,7531.0,C,X,No,2022-12-26T10:53:35.890+03:00,Drop safe reality avoid suffer industry.
34359786706,120259087736,85899389438,676262884676,GB26NILI89010462449542,UGX,9937.0,A,Y,No,2024-01-02T11:28:54.729+03:00,Enough his interview next loss reduce writer.
111669153278,8589961042,85899351969,4377000468649907,GB46BZGU49853112065220,MUR,1249.0,B,Z,Yes,2021-10-06T12:32:18.602+03:00,Cultural consumer most dark.
77309415390,8589942648,85899351635,4052179548113357,GB86LBFT54301339660022,RSD,8816.0,Unknown,Unknown,Yes,2022-12-29T20:21:34.112+03:00,Really partner treat according design PM her.
94489316261,85899384622,85899378019,60457727877,GB18KUWZ84290458102181,CRC,6702.0,Unknown,X,No,2022-09-23T16:30:55.109+03:00,American opportunity whole church building along.
94489293141,25769857213,85899357110,6011791131701995,GB36EBNB54853355252460,JPY,2924.0,Unknown,Z,Yes,2021-10-08T06:01:07.657+03:00,Week save hundred ok check.
8589960536,60129552692,85899368002,2249826189667665,GB52FUGD33781472851408,TVD,8321.0,B,Z,Yes,2023-10-20T05:25:44.187+03:00,Outside which plant.
120259110999,60129573931,85899368322,4067304343583454,Unknown,LKR,8683.0,A,X,No,2020-11-03T04:18:41.513+03:00,Rest campaign doctor agency.
128849037383,42949729143,85899363840,60404395950,GB70HAZC99404126101243,THB,1955.0,A,Y,Yes,2022-08-22T07:15:16.357+03:00,Mrs dark write agreement sport number.
103079236097,51539636855,85899365549,4215692033902917420,GB81YPDL81357179290640,DJF,4771.0,B,X,Yes,2021-02-07T19:27:56.999+03:00,Night develop character hair usually tonight.
8589968218,77309466768,85899377054,0,GB61PTBL61130951843160,Unknown,2847.0,C,X,Yes,2022-02-08T09:44:24.559+03:00,Tell single Mr option resource onto.
94489282469,55146,85899348624,30580418463860,GB79SLPR90532439682351,XCD,0.0,D,Unknown,Yes,2023-07-09T13:26:31.591+03:00,Sport baby stop behind.
85899380026,77309438532,85899375741,2395944574152458,GB15OOPG26295615924193,PYG,8769.0,C,X,Unknown,2022-11-28T00:04:09.404+03:00,Feeling each finish.
77309433547,51539642128,85899365319,36506381731235,GB58KPYK04365517102240,CUC,3674.0,C,Z,Yes,2022-05-11T01:42:57.338+03:00,Pattern treatment from situation watch.
77309412731,50907,85899346686,0,GB51SIYH90120328781288,TTD,8959.0,B,Y,No,2020-07-31T16:53:58.254+03:00,His have above home occur produce decision.
25769856146,128849062887,85899392403,4996855266570362432,GB23EDHB62482594041272,AUD,6855.0,Unknown,Z,No,2022-09-02T06:00:36.360+03:00,Remain what war significant drive.
137438974030,68719516532,85899372498,30039493313888,GB80XTYB43072322025247,CNY,2484.0,C,Y,Yes,2020-02-13T18:34:00.800+03:00,Unknown
60129576352,85899360362,85899378146,0,GB84ELCE78588536325738,CHF,3914.0,C,Z,No,2022-11-09T13:20:14.208+03:00,Argue ever card ok everyone sister.
