Customer_ID,Transaction_ID,Employee_ID,Credit_Card_Number,IBAN,Currency_Code,Random_Number,Category,Group,Is_Active,Last_Updated,Description
120259120241,85899375394,111669182000,0,GB46BUMP91681586483114,TWD,4748.0,C,Z,Yes,2021-04-30T21:58:47.949+03:00,Hundred fact issue than hot idea research near.
42949703916,77309451332,111669178979,30337288521321,GB41KZJE35445763971200,MGA,8246.0,A,X,No,2021-03-09T05:03:16.117+03:00,Huge also likely meeting part radio whole.
8589940124,8589981048,111669153798,30167114834907,GB09TXTK26134405401095,PHP,0.0,C,Z,Yes,2022-11-03T23:14:34.193+03:00,Sport international leader whether check citizen.
68719504295,68719485299,111669177331,4328931284102921,GB11MQOU40188232699085,SCR,3098.0,A,Y,Unknown,2023-07-20T06:57:43.254+03:00,Speak side more first clearly.
17179918928,120259125254,111669194613,3595812650195517,GB18RANE09046082490390,CUP,9172.0,C,X,Yes,2022-08-27T21:55:59.957+03:00,Almost serve important student speech.
17179904530,85899383361,111669181041,4928891389948244,GB42DOCO32241700751376,SOS,1398.0,C,Y,No,2020-12-28T04:47:45.745+03:00,Family between begin little.
128849043699,60129568090,111669174350,375749769047860,GB56BREL63507203368385,MZN,4714.0,D,Y,Yes,2023-02-22T01:39:03.694+03:00,Reduce investment how about physical recent open.
49951,120259090732,111669194226,4583147089420075,GB78THDV65731733396966,XPF,3344.0,C,Z,Unknown,2021-07-28T03:38:30.242+03:00,Exist option write tend place.
120259122815,94489290134,111669186489,3551595602703023,GB70QRHI49169546202520,UYU,5797.0,C,Z,Yes,2020-05-15T16:55:27.216+03:00,Eat beyond spend professor.
128849036666,42949702946,111669168391,4522043498541,GB15VSMX24113636860335,AOA,6455.0,C,Y,No,2023-03-19T00:34:50.020+03:00,Unknown
60129568048,60129550399,111669173495,4175930643306508,GB57ZSHN64772031694819,PHP,9070.0,C,Unknown,No,2022-04-09T22:19:49.709+03:00,East table property require energy language.
51539610524,22402,111669152381,4349206995653,Unknown,MDL,6784.0,D,Y,No,2023-08-31T17:05:51.569+03:00,Talk live site meeting table security.
85899362079,34359795187,111669164744,4801902310910237,GB30GNHM02205107835662,ARS,0.0,B,Z,Unknown,2021-01-11T14:34:55.949+03:00,Color ok avoid.
25769848276,111669182950,111669190537,3550336465410583,Unknown,BIF,8192.0,A,X,Yes,2021-04-20T07:53:27.459+03:00,Year act particularly anything star.
103079267713,128849036951,111669196195,3586508244275242,GB27HDLS90465372009308,IRR,9447.0,A,Y,No,2022-04-09T03:32:51.628+03:00,True inside perform.
137438968469,51539642463,111669171528,38828708888847,GB86LYJY50592683851007,RWF,1136.0,B,Z,Yes,2022-05-09T08:08:53.097+03:00,Store sure just imagine model.
60129546405,8589937772,111669155277,213166172376578,Unknown,SAR,3170.0,C,Z,No,2023-06-08T23:52:01.400+03:00,Myself somebody difference.
111669184377,85899401982,111669181856,3550876793398604,GB21LDWV72692170152031,MAD,6035.0,C,Y,Yes,2023-09-27T21:35:58.603+03:00,Unknown
68719523632,111669174562,111669192261,5208909099627888,GB62RRCM45746697799218,AED,5383.0,A,Y,Yes,2020-08-25T16:56:47.620+03:00,Little better century news better six remember.
128849031560,25769828131,111669159531,0,GB19LTKW68077403478493,PHP,2318.0,C,Z,Yes,2022-03-30T13:41:50.523+03:00,Million daughter budget alone memory buy.
94489302407,51539631975,111669168658,4859845078539253,GB93JKUP65891250529348,Unknown,4253.0,D,X,Unknown,2024-03-17T06:51:35.072+03:00,Enjoy book sport development food.
