Customer_ID,Transaction_ID,Employee_ID,Credit_Card_Number,IBAN,Currency_Code,Random_Number,Category,Group,Is_Active,Last_Updated,Description
17179883528,34359764690,94489293437,6011396447760469,GB81VTZD75386266681318,CRC,7875.0,Unknown,Z,Yes,2020-03-14T21:09:56.278+03:00,Unknown
137438968147,51539641765,94489299575,213171061574994,GB18FLXT16673097270471,TWD,0.0,D,Z,Yes,2022-02-02T15:27:18.251+03:00,House national us lead.
42949692593,42949693157,94489297975,3510906232308101,GB71JVIO96022545130650,GYD,3750.0,C,X,Yes,2022-05-05T01:23:15.682+03:00,Strong should pick. Skin half also.
85899381358,85899350987,94489314260,6593567206155671,GB35MGBS59504121232366,IQD,7214.0,D,Y,Unknown,2021-11-01T14:02:58.801+03:00,Take base positive born.
77309440657,68719504103,94489307732,639082513776,GB92VIXH42959776439919,Unknown,1177.0,B,Z,No,2020-06-25T20:06:42.106+03:00,Much high six risk local good.
60129542907,46787,94489282958,4113870194999621,GB54AMDA60748046109796,JOD,6988.0,D,Z,Yes,2020-09-16T05:20:46.311+03:00,Such large wind local.
43313,103079269174,94489318698,6535736755886157,GB20CDGZ06219537669105,BYR,6618.0,C,Y,Yes,2021-01-31T23:23:03.241+03:00,Office ahead every network. Because billion name.
60129578149,85899383026,94489313897,349315973318977,GB06NPWE08429047666128,ALL,5849.0,Unknown,Z,Yes,2022-04-03T11:01:09.270+03:00,Dinner news responsibility almost smile.
25769806823,29990,94489283166,0,Unknown,AZN,2869.0,D,Z,Unknown,2023-11-02T12:40:18.254+03:00,State standard possible but physical.
68719479406,2736,94489283571,4898802464004569,GB66OGVG36336496991767,PEN,6834.0,D,Z,No,2021-01-28T20:29:52.961+03:00,Must certain now.
68719508661,77309467107,94489310957,2242789277921229,GB23YKFE92548479185082,TJS,1584.0,C,Z,Yes,2020-04-05T09:28:48.754+03:00,Across work system foot sense try his.
25769805607,22867,94489281200,0,Unknown,BAM,6925.0,A,Z,No,2020-05-14T20:51:45.539+03:00,Congress business wish drug.
42949700269,68719478227,94489306636,3556741196708193,GB74ONPZ57776276720335,SLL,2407.0,B,X,No,2023-01-15T02:35:07.576+03:00,Phone bad manage yeah.
94489321462,103079236675,94489319276,676394384272,GB49BRSZ26472728823500,HTG,7097.0,D,X,No,2024-03-17T04:26:49.862+03:00,Around them region Republican weight production.
111669197855,120259106686,94489324388,4161240616348800,GB45GPDX30448318353241,RUB,5058.0,C,Y,No,2022-08-21T18:18:45.423+03:00,Hair pay over only just quality listen.
94489319181,94489297553,94489317514,4542438017790931,GB57HMZU57218813484314,PLN,1391.0,C,X,No,2020-07-26T10:33:42.711+03:00,Head weight public page. Why suffer radio word.
85899370531,60129575665,94489304494,30193441781777,GB67MXUY40820038195426,Unknown,8686.0,D,Y,Yes,2023-05-18T05:38:24.772+03:00,Prepare easy why hospital.
68719500383,51539613879,94489302273,180079050755863,GB29JTXT34408372289742,BZD,9672.0,Unknown,Y,Yes,2023-09-23T06:11:31.675+03:00,Unknown
111669150395,27230,94489281487,2273332158906696,GB84JWWP56401733375150,MRO,5640.0,A,Z,Yes,2022-11-25T04:30:45.375+03:00,Entire school yourself.
128849022862,8589980402,94489286232,676127750898,GB12NVZS44035686668116,INR,8016.0,C,X,Yes,2022-12-12T18:42:54.814+03:00,Wind discussion give despite success.
103079231774,34359769450,94489295949,676195206153,GB03RETS09706591092361,SOS,3180.0,C,Y,Yes,2021-05-29T04:57:59.509+03:00,Food theory few follow wear finish.
8589939063,8589942622,94489285242,4519988092308431897,GB49BYNL45153521369546,Unknown,8199.0,Unknown,Unknown,Yes,2022-09-18T18:32:31.239+03:00,Stand interest threat price few.
85899368738,51539627192,94489300278,4604197388408433,GB98HGIO54932021157208,Unknown,6377.0,D,Y,Yes,2023-02-15T11:14:16.568+03:00,Soldier around want feeling threat dog.
85899375986,68719506888,94489306024,180002705723276,GB62HZYY86132584089770,MNT,5070.0,A,X,No,2020-09-16T13:29:08.535+03:00,Goal drive reason business store tough.
17179910806,103079231704,94489318036,4320695123498661,GB23GGNV89027478496865,COP,7144.0,D,Y,No,2021-06-22T23:55:38.858+03:00,Thought hit detail. Scene style draw kid.
111669179443,68719512272,94489307527,2374223474783968,GB41EFOV95340962719278,PEN,9967.0,A,X,Yes,2023-09-23T01:34:52.285+03:00,They hotel discover idea beautiful strategy.
25769844770,103079238477,94489318065,4288924666803446,GB65SVCL04695024545651,MMK,8794.0,B,Z,Yes,2020-05-28T07:50:33.974+03:00,Receive because so send. Democrat lead vote rule.
51539621642,34359794275,94489295541,2268759362376208,Unknown,VUV,5733.0,D,Y,Yes,2024-03-09T05:56:46.139+03:00,Time win nearly plan drive machine environmental.
94489323322,103079256027,94489319119,4488372853518690,GB88OOFR04992505596768,NPR,4429.0,C,Z,Yes,2023-04-13T21:24:26.991+03:00,Offer drive contain hot.
94489318725,94489312568,94489315084,4530930516557674,GB14IDKZ85350793038619,NPR,4747.0,D,Y,No,2021-01-22T23:50:22.170+03:00,House suggest Democrat form color standard.
34359746307,17179905232,94489287537,4550483559152842,GB98YQUY99504710490785,HTG,9999.0,A,X,No,2022-01-17T17:27:34.353+03:00,Style more worker impact American.
17179873405,8589945582,94489285256,36111693139662,Unknown,FKP,4516.0,A,Z,Yes,2023-09-06T23:35:01.394+03:00,Smile cup pull turn. Name stay start how yes.
103079258103,103079255803,94489319352,3538271464128208,GB97YYWC95821311336904,KZT,7804.0,D,X,Yes,2020-06-23T09:28:43.528+03:00,End start natural force report move deal.
77309439541,68719514693,94489306554,3518642415066156,GB65MTFO23935399621844,BTN,7117.0,A,Y,No,2023-04-10T05:50:34.287+03:00,Unknown
103079225407,25769829795,94489290849,4530940908955766,GB21MTNQ87514369341309,CZK,9688.0,A,Y,No,2020-04-15T04:28:35.043+03:00,White create at kitchen test.
25769814300,25769805022,94489290513,3521826096864832,GB81PIML58117585434628,GTQ,9455.0,D,Y,Unknown,2023-12-04T13:22:53.202+03:00,Day nearly strong space tend candidate stop.
103079242907,68719506742,94489305791,213125124906585,GB70JPXA79706404836617,JPY,6848.0,D,Y,Unknown,2022-10-02T16:26:52.730+03:00,Expert spend day world piece reason.
8589937824,46087,94489283787,0,GB23JKZQ55721579166123,USD,1335.0,A,Y,No,2020-03-14T20:11:39.603+03:00,Type Mrs month business trade world.
60129575234,77309422170,94489309452,4381775825641614,GB56DZTI95430135247293,NAD,4645.0,A,X,No,2021-06-19T11:09:31.152+03:00,Support window employee. Dog move mouth.
77309437378,60129552236,94489303848,30303432377440,GB56FEZV87951918592650,CNY,9355.0,C,X,No,2020-04-17T21:17:00.558+03:00,Shake keep other use hard kitchen.
17179903323,77309437660,94489311071,4468954497572078,GB61VBYU51487394778213,CUP,2959.0,A,X,Yes,2023-10-25T11:55:56.188+03:00,New in want democratic across again capital test.
42949724555,128849035396,94489328822,0,GB97DOWO92681178750033,SOS,0.0,B,X,Yes,2022-09-25T11:03:29.984+03:00,Challenge radio skin manage receive.
51539642491,85899399968,94489312951,502075857701,Unknown,MUR,5782.0,B,Z,No,2020-12-04T01:46:22.684+03:00,Unknown
17043,42949693744,94489298503,4294763733489090,GB82IVTJ07778966828091,VND,0.0,C,X,No,2021-08-05T02:11:54.692+03:00,Traditional phone way.
94489310037,68719524661,94489306093,4882772790753726,GB55LBRW82897523712294,NAD,9009.0,B,X,Yes,2020-02-12T16:32:18.788+03:00,Site short adult word them subject.
77309447209,85899383215,94489314149,3583672198015963,GB67MJLL36436074720714,RON,7436.0,D,Unknown,No,2024-04-09T06:33:11.638+03:00,Him always service move realize brother study.
25769813809,17179893721,94489288999,4236668853961631,GB55IRBI81204344824882,ZWD,7702.0,D,Z,Yes,2023-09-16T03:08:42.729+03:00,Final ability foot pull despite result.
28613,68719523106,94489307581,3578743891453152,GB96NGXV56749114280851,NAD,9418.0,C,Z,No,2022-02-08T04:41:48.176+03:00,Throughout anything summer discuss special.
128849028204,17179890540,94489287457,0,GB64HVKA71277689544607,Unknown,5564.0,B,Unknown,Yes,2021-08-01T07:42:13.216+03:00,Top account play popular cut talk author.
103079253613,94489289173,94489315502,4819517039043498,GB86AITX12811231089727,MOP,3637.0,C,Unknown,Yes,2023-12-23T20:41:08.569+03:00,Low design always main society available make.
60129587862,111669153044,94489321233,4692390718544567493,GB09SURF89355452019351,KWD,0.0,D,X,No,2021-07-28T14:13:17.805+03:00,Because dark think.
120259103616,42949712786,94489299091,4678488435693,GB44AKMY52809994530358,MUR,5470.0,B,Y,Yes,2020-09-17T00:49:21.760+03:00,Responsibility almost eye five lawyer enough.
128849049420,77309417220,94489310214,30095258037062,GB61PFGU08552484694277,ALL,1771.0,Unknown,Z,No,2021-11-26T01:16:51.439+03:00,Allow radio dream population drop his next.
85899379907,77309416222,94489309972,3578507883689069,GB34LYLH97400582511589,MNT,2022.0,C,Z,Yes,2022-04-10T13:26:49.866+03:00,Rock small along.
