Customer_ID,Customer_Name,Customer_Address,Customer_City,Customer_State,Customer_Country,Email,Phone_Number
8589934592,John Moore,822 Morton Land,South Charlotte,Massachusetts,Hong Kong,smcpherson@example.net,716-413-2698x69435
8589934593,Samantha Soto,2171 Joshua Springs,Unknown,Kansas,Christmas Island,marshcody@example.com,(661)932-9597x2051
8589934594,Jesse Stein,9574 Morales Views Apt. 547,Lake Amandachester,Kentucky,Saudi Arabia,wwebb@example.org,867.708.6157x262
8589934595,Kristen Bailey,092 Hudson Squares,Unknown,Oregon,Zimbabwe,ruben17@example.org,781.624.5316x3571
8589934596,Jared Wright,8366 Nguyen Dam Apt. 330,Adamschester,West Virginia,Mauritania,prattchristopher@example.org,(205)914-0984
8589934597,Unknown,3101 Melanie Lodge,Kaylaburgh,Montana,India,evansgabriella@example.org,001-231-931-7339x8449
8589934598,Unknown,5837 Brenda Island Suite 928,Frankburgh,Iowa,Jersey,laura89@example.com,001-839-653-0237
8589934599,Lisa Garza,5634 Payne Fords Suite 283,Davidshire,Maine,Saint Barthelemy,barbarasmith@example.com,9858512385
8589934600,Sonya Hodges,451 Walker Ford,East Jesseborough,Florida,Argentina,petersoncharles@example.com,622.422.0229x368
8589934601,Virginia Osborne,45293 Laura Ways Suite 078,Scottfort,Missouri,Faroe Islands,sara46@example.org,262.607.3241x3600
8589934602,Unknown,Unknown,Smithchester,North Carolina,Cuba,sarah93@example.com,2806034825
8589934603,Brady Gilbert,481 Clayton Passage Suite 661,Tapiaside,Maryland,Unknown,jmahoney@example.com,001-371-303-3294x344
8589934604,Kenneth Vaughan,0718 Sonia Brook,Fischermouth,Illinois,Netherlands,villanuevadavid@example.com,370.796.3265x5208
8589934605,Anna Nelson,0973 Welch Estates,Kaitlynchester,New York,Unknown,Unknown,Unknown
8589934606,Jennifer Lopez,Unknown,Hartmanland,Louisiana,Martinique,jennifer32@example.org,(881)732-1639x1212
8589934607,Megan Ramos,211 Andersen Terrace,Nicoleberg,Unknown,Panama,ilawrence@example.com,(443)648-9080x81661
8589934608,James Clark,8405 Alvarez Prairie,South Katherine,Delaware,Congo,Unknown,592-338-5924x9181
8589934609,Marie Rollins,7373 Melissa Fort,Andrewmouth,Illinois,Guadeloupe,rfoster@example.org,001-431-758-1783x50650
8589934610,Jessica Andrews,935 Davis Prairie Suite 128,Johnsonview,Nevada,Unknown,stephensyesenia@example.org,431-952-1025
8589934611,Michael Torres,45153 Gregory Plaza,North Sarahville,Hawaii,Kenya,websterjonathon@example.net,001-924-648-7316
8589934612,Tina Berry,570 Simpson Land,Ruthfort,Pennsylvania,Unknown,tinaking@example.com,(764)223-5957
8589934613,Kyle Martin,Unknown,Unknown,Unknown,Cuba,danielpatton@example.org,238-892-1910x259
