Customer_ID,Customer_Name,Customer_Address,Customer_City,Customer_State,Customer_Country,Email,Phone_Number
137438953472,Unknown,2382 Shannon Mission,Cameronhaven,Iowa,Myanmar,taylordonald@example.net,Unknown
137438953473,Jason Trevino,59721 Gonzalez Mission Suite 837,Carolynfort,New Jersey,Micronesia,josephthompson@example.org,602.886.4816
137438953474,Laura Johnson,5950 Paul Burgs,Lake William,Unknown,Unknown,rlandry@example.net,Unknown
137438953475,Ryan Baker,289 Carter Street,North Virginiaville,Oregon,Antigua and Barbuda,harrisjohn@example.org,(484)849-9145
137438953476,Jennifer Holmes,87254 Ashley Mount,Johnfort,Washington,Unknown,bryanstephens@example.net,Unknown
137438953477,Amanda Robinson,404 Walsh Greens Apt. 623,Unknown,Arkansas,United States of America,stephanie49@example.net,658.795.2414x0681
137438953478,Alexis Smith,8499 Caitlin Drive Apt. 643,Riveramouth,Florida,Romania,Unknown,001-720-550-6526x018
137438953479,Peter Cook,3108 Johnson Street Apt. 977,East Jonathanfurt,Indiana,Saint Barthelemy,Unknown,Unknown
137438953480,Brian Taylor,845 Chambers Mill Suite 415,South Richard,Idaho,India,ilogan@example.com,968-712-2704x3251
137438953481,Kristin Turner,69082 Cook Ridge Apt. 696,Kellyport,Missouri,Morocco,burgesspenny@example.com,498-972-5263x8620
137438953482,Alison Jacobson,898 Darrell Inlet,North Michelle,Oregon,Unknown,ijones@example.net,959.371.6681
137438953483,Christopher Hogan,20909 Hart Mount,North Mackenziefurt,Kentucky,Fiji,aaronkoch@example.com,001-994-448-2306x0906
137438953484,Mary Lee,8662 Jonathan Circles Apt. 490,East Andrew,Iowa,Slovenia,Unknown,984-607-0869
137438953485,Tonya Farmer,707 Williams Mount Apt. 964,South Mitchellmouth,Oregon,French Polynesia,scottwall@example.com,+1-437-536-9206x4071
137438953486,Unknown,6821 Grant Place Apt. 801,East Amanda,Oklahoma,Venezuela,francomatthew@example.org,256.741.3374x991
137438953487,Brenda Green,9769 Philip Circle,Dunnbury,Nebraska,South Africa,nharper@example.net,843.884.7745
137438953488,Jamie Clark,2247 Mark Stravenue Suite 091,New Richardport,Delaware,Norfolk Island,portercourtney@example.com,+1-730-676-9217x781
137438953489,Michelle Moore,10326 Keith Squares Suite 841,Blackfurt,Alabama,Panama,ramirezkathy@example.net,+1-594-533-7556x6936
137438953490,Frank Dickerson,50203 Logan Prairie Apt. 918,Mcdonaldmouth,Kentucky,Singapore,qhayes@example.org,001-880-590-4566x70919
137438953491,James Rodriguez,18638 Amanda Lights,Port Markview,Florida,Belgium,andrew38@example.net,(919)222-1073
137438953492,Samantha Smith,072 Torres Station,Unknown,Oregon,South Africa,brittanywilliams@example.com,834.270.2550
137438953493,Susan Diaz,00016 Jordan Route,Stewartstad,Massachusetts,Unknown,Unknown,222.811.5267x85411
137438953494,Lisa Terry,3904 Danielle Circle,Johnathanside,Florida,Christmas Island,dshaw@example.net,+1-504-212-3462x68197
137438953495,Sherry Marks,299 Eric Haven Apt. 826,East Katherine,Louisiana,Iceland,david87@example.com,417-884-2831x9121
137438953496,Felicia Bailey,7901 Rangel Ville Apt. 348,Cherylshire,New Hampshire,Unknown,lovericky@example.com,(958)366-2848x209
137438953497,Lisa Glass,9724 Taylor Forges Apt. 210,Teresaville,Kansas,Dominican Republic,johnsonmadeline@example.net,001-450-791-1944x110
137438953498,Antonio Espinoza,288 David Ranch Apt. 468,South Gregoryland,Georgia,Unknown,juliephillips@example.org,+1-549-232-3653x894
137438953499,William Atkinson,14492 Shane Wall Apt. 130,West Michaelhaven,Idaho,Burundi,josephchung@example.net,952.589.8527
137438953500,Joel Bradley,Unknown,Lake Danielview,West Virginia,Burkina Faso,weberkaren@example.net,8172558864
