Customer_ID,Customer_Name,Customer_Address,Customer_City,Customer_State,Customer_Country,Email,Phone_Number
128849018880,Brian Boone,8638 Campbell Square,Danielstad,Rhode Island,Unknown,gregory02@example.org,325-657-7582x0080
128849018881,Margaret Cox,820 Wagner Road,Unknown,West Virginia,Brunei Darussalam,campbellamber@example.org,+1-536-427-8337
128849018882,Robert Sims,18097 Amber Oval Suite 697,Holmeshaven,Kentucky,American Samoa,dnewton@example.net,604-936-7014
128849018883,Kristopher Nelson,708 Ryan Well,Port Jennifer,Arizona,Comoros,alyssa49@example.net,Unknown
128849018884,Unknown,34079 Garcia Ford,New Stacy,Indiana,Mexico,pmartinez@example.org,903.350.5414
128849018885,Scott Richardson,0272 Kelli Fields,South Sarah,Montana,Poland,brianandersen@example.com,(782)923-5222x3048
128849018886,Jason Anderson,Unknown,Melaniebury,Delaware,Sri Lanka,annaanderson@example.net,001-662-273-0382x3524
128849018887,Mr. Carl Martinez,335 Matthew Groves Apt. 093,South Nancyville,Louisiana,Unknown,amberjordan@example.net,001-617-939-3859x51200
128849018888,Brittany Mcmahon,87601 Mcdaniel Villages Suite 191,Ingramview,West Virginia,Guernsey,sarahschmidt@example.org,731-362-1538x3763
128849018889,Sean Clark,41010 Danielle Loop Apt. 489,East Melissa,Arizona,Cyprus,Unknown,667.709.5288x1135
128849018890,Eric Sawyer,4470 Paul Ferry Apt. 923,Goodmanhaven,Maryland,Turks and Caicos Islands,forbesrobert@example.net,+1-301-501-1521
128849018891,Angela Davis,216 Carl Courts Apt. 487,Morrisonbury,California,Unknown,timothymason@example.org,416.322.3323
128849018892,Gregory Crosby,31219 Julie Roads Apt. 274,Garciaberg,Kansas,Unknown,hartmanlaura@example.net,Unknown
128849018893,Christopher Jackson,9468 Steven Lane,North Kathleen,Idaho,Mayotte,brenda40@example.org,001-470-479-9809x2746
128849018894,David Carlson,5099 Edward Landing Suite 287,Haleyland,Colorado,Hungary,hcook@example.org,001-828-397-8931x46221
128849018895,Unknown,Unknown,West Thomastown,Idaho,Fiji,rford@example.org,Unknown
128849018896,Luis Clarke,7507 Kerry Plaza,Unknown,Connecticut,Antarctica (the territory South of 60 deg S),harrisnorman@example.net,+1-377-536-9325x3256
128849018897,Austin Frazier,407 Wood Field,East Martin,Texas,Estonia,bobbyjohnson@example.com,788-782-4219x43129
128849018898,Sergio Smith,5838 Johnson Heights,West Ashley,Florida,Madagascar,alejandrabowman@example.com,001-910-886-3402x583
128849018899,Noah Lyons,33898 Jennifer Garden,South Albertmouth,Georgia,Gambia,melissawhitehead@example.com,001-816-608-1404x874
128849018900,Sara Nelson,2256 Zachary Locks,Dodsonchester,Michigan,Tokelau,Unknown,751.869.4130
128849018901,Cassie Miller,77995 Sarah Alley Suite 573,North Jeffbury,New Hampshire,Angola,krista22@example.com,532.521.2338
128849018902,Taylor Daniel,850 Miller Squares Suite 245,Mirandahaven,Alaska,Netherlands Antilles,katherinejohnston@example.com,(762)881-9218x1297
128849018903,Unknown,4562 Shaffer Avenue,West Brian,Mississippi,Heard Island and McDonald Islands,Unknown,+1-582-835-4752
128849018904,Unknown,Unknown,East Aaronmouth,Oregon,Unknown,Unknown,+1-868-247-1228x4774
128849018905,Erika Weaver,055 Mary Union,North Patricia,Wyoming,United States of America,davidwilson@example.org,915-847-3246x36363
128849018906,Jeffrey Anderson,Unknown,Lake Christina,New York,Wallis and Futuna,Unknown,405.733.5754x59458
128849018907,Jennifer Pennington,801 Donna Spurs,New Leslieview,Kentucky,Dominican Republic,lisahansen@example.net,4039390919
128849018908,Susan Lewis,359 Michael Pike,Williamsburgh,North Carolina,Barbados,keith22@example.org,(265)497-7933x1920
128849018909,Christine Kelly,179 Chang Center,Stonemouth,Idaho,Unknown,cherylmcdaniel@example.com,994.941.7319x1375
128849018910,Jasmine Boyd,81269 Brian Drive Suite 237,Tracymouth,Unknown,Morocco,martintyler@example.com,Unknown
128849018911,Michelle Chang,Unknown,Port Erinfurt,New Hampshire,Saint Vincent and the Grenadines,timothymason@example.net,+1-632-981-3947
128849018912,Margaret Martin,00605 James Mills,Huffmouth,Oklahoma,Ireland,angelica54@example.com,(476)600-5096x5709
128849018913,Douglas Lowe,34605 Sims Street,Lake Jenniferton,Missouri,Unknown,davidcox@example.org,612-261-7003
128849018914,Wesley Solis,477 Robert Extensions,Port Jeffreyview,Michigan,South Georgia and the South Sandwich Islands,brian72@example.com,683.217.3606x348
128849018915,James Salazar,680 Hamilton Fort Suite 789,Port Bethanyland,Pennsylvania,Israel,lloydrobert@example.net,Unknown
128849018916,Kevin Martinez,12952 Wolfe Inlet Apt. 418,Gibsonland,Massachusetts,France,vlane@example.com,579-338-6772
128849018917,Kathleen Martin,448 Diane Roads Suite 053,Kingchester,Mississippi,Kyrgyz Republic,kenneth82@example.org,6113819050
128849018918,Norma Armstrong,Unknown,Unknown,Oklahoma,Honduras,calhounkyle@example.org,+1-819-235-1202x43555
128849018919,Jimmy Adams,3811 Lopez Shore,South Alexa,Rhode Island,Uruguay,kennethcollins@example.org,7848530032
128849018920,David Jones,115 Davis Stravenue,Kennethton,California,Niue,christina09@example.com,Unknown
128849018921,Christopher Duncan,4657 James Stravenue Apt. 538,Port James,Rhode Island,Cuba,afrancis@example.com,(381)872-7991x761
128849018922,Robin Smith,34543 Jason Crossroad Apt. 963,Port Andreland,Unknown,Afghanistan,nicholslatasha@example.org,001-974-262-0864x3588
128849018923,Peggy Le,2138 Elizabeth Crossing Apt. 847,West Ashley,Unknown,Tuvalu,leedavid@example.org,(241)691-9197x0743
128849018924,Christopher Griffin,505 Courtney Pines Apt. 529,Gregoryfort,Nevada,Wallis and Futuna,christopher62@example.com,408.372.4947x90545
128849018925,Cody Barnes,02052 John Cliff,Danielleberg,New York,Guernsey,davistimothy@example.com,Unknown
128849018926,Deborah Bennett,775 Johnson Shore,New Valerieburgh,Texas,Belize,mark77@example.com,+1-627-904-2246x5642
128849018927,Robert Meyer,41647 Choi Fords Suite 242,North Kathryn,California,Singapore,Unknown,(595)760-1144x912
128849018928,Alexander Gomez,76715 Michele Squares Apt. 555,Unknown,New Mexico,Unknown,stacey04@example.net,Unknown
128849018929,Jeremy Brown,448 Kerr Extension Suite 355,Smithborough,Missouri,Andorra,qosborne@example.net,955-691-4220x233
128849018930,Vincent Wilson,405 Joseph Route Suite 534,Philipmouth,Iowa,Heard Island and McDonald Islands,myersholly@example.com,571.830.7461x632
128849018931,Christopher Smith,5000 Clark Causeway Suite 814,East Jessicastad,Ohio,Romania,Unknown,7623960191
128849018932,Samantha Vargas,51262 James Ports Apt. 600,Chasemouth,Texas,Unknown,Unknown,436-207-9203x90273
128849018933,Unknown,305 Adams Stravenue Suite 132,Riddleborough,Alaska,Anguilla,gardnerdaniel@example.net,740-875-5786x3769
