Customer_ID,Customer_Name,Customer_Address,Customer_City,Customer_State,Customer_Country,Email,Phone_Number
0,Miguel Leonard,262 Beck Expressway Suite 504,Unknown,West Virginia,Eritrea,zweaver@example.net,Unknown
1,Unknown,Unknown,Evanchester,Oregon,Uruguay,Unknown,(384)778-9942x91236
2,Michael Murphy,894 Williams Ridges Apt. 635,Dominguezview,New York,Sweden,kristinstanley@example.com,+1-693-739-2204x8851
3,Tina Gutierrez,415 Taylor Knoll,Donnastad,South Carolina,Unknown,sarabrooks@example.com,623-933-0431x87174
4,Kylie Adkins,435 Nicole Curve,Unknown,Louisiana,Unknown,davisronald@example.net,(404)814-4457x1451
5,Unknown,36415 Chavez Oval,Alejandroville,Louisiana,Peru,solomonheather@example.com,894.974.9717x529
6,Brian Glenn,505 Mcdowell Gardens Suite 851,South Christinechester,South Dakota,Lesotho,bcabrera@example.net,001-962-928-1897x95101
7,Gary Archer,0930 Michael Stream,Boydport,North Carolina,Palestinian Territory,kennethscott@example.net,(713)965-2955
8,Chase Smith,156 Jeffrey Union,Lake Nataliemouth,Arizona,North Macedonia,davidreeves@example.com,Unknown
9,Mr. Gary Brooks II,786 Mccarthy Fall,Traceymouth,Idaho,Kiribati,ellislouis@example.net,8963308214
10,Zoe Wilson,4575 Michael Harbors Apt. 480,Alexanderton,Alaska,Venezuela,Unknown,Unknown
11,Unknown,0281 Diaz Locks,Freemanburgh,Oregon,Bouvet Island (Bouvetoya),ygonzalez@example.org,001-877-339-2451x9085
12,Unknown,4339 Hall Street Apt. 384,Dianatown,Unknown,Moldova,robinsonbrian@example.net,Unknown
13,Zachary Grimes,42686 Jessica Lock Apt. 227,Johnshire,Virginia,Tunisia,vanessa93@example.com,(464)800-5827
14,Jessica Zimmerman,15565 Reed Wells,East Johnland,Florida,Chad,awilliams@example.com,664.840.4619x25293
15,Tammy Simmons,997 Flores Locks Suite 638,Woodston,Nebraska,Oman,udecker@example.com,+1-853-249-6586x8571
16,Virginia Galloway,236 Harris Trail Apt. 629,Lake Benjamin,Michigan,United States of America,mross@example.com,987.344.8192x3020
17,Elizabeth Kline,8389 Nicholson Run,Jeffmouth,Washington,Liberia,matthewtaylor@example.net,794-659-1946x128
18,Matthew Costa,100 Crystal Gateway Apt. 894,Lake Leslieland,Louisiana,Timor-Leste,Unknown,(898)827-1111
19,Stephanie Simpson,Unknown,Murrayland,Idaho,Northern Mariana Islands,jacobgoodman@example.org,592-707-2311x542
20,Lucas Farmer,41050 Tonya Prairie Apt. 833,Lake Samanthamouth,Texas,Korea,tammymiles@example.org,+1-807-815-2593x8534
21,Christopher Stewart,89786 Dudley Flats,South Cynthia,Virginia,Ireland,zhall@example.org,001-616-291-0696x02645
22,Unknown,65214 Hernandez Club Apt. 998,Vazquezberg,Texas,Mauritius,vasquezcarol@example.net,298.254.3841x983
23,Elizabeth Hughes,697 Barrett Passage Apt. 885,Chavezfort,Indiana,Isle of Man,Unknown,(503)456-8758x9178
24,Ronald Chan,640 Kimberly Squares,North Jennifer,Tennessee,Bahrain,alicia77@example.org,877-446-0981
25,Laura Paul,2232 Tran Plaza Apt. 231,Port Michellemouth,Unknown,Gabon,brooksmelissa@example.com,946-414-1480x373
26,Tony Martinez,216 Melissa Drive,Port Linda,New Mexico,Haiti,zfinley@example.com,(552)627-9910
27,Veronica Hill,1929 Alexander Land Apt. 094,Unknown,Kentucky,Marshall Islands,simmonsmisty@example.org,352.651.2756x992
28,Kelly Little,724 Castro Hills Suite 356,Lake Sheenaberg,Mississippi,Thailand,bridgesdesiree@example.org,+1-348-308-5863x223
29,Unknown,5959 Campbell Plaza Apt. 033,Port Tamarafort,Maine,Unknown,hallisabella@example.org,Unknown
30,Sarah Barton,95010 Allen Harbor,Youngview,South Carolina,Kuwait,millermegan@example.com,Unknown
31,William Page,3888 Adam Landing Apt. 306,Brittanyborough,Illinois,Nauru,vargassandra@example.com,(446)957-3722x6177
32,Kevin Scott,873 Pugh Village,Michaelshire,Hawaii,Thailand,clarkkevin@example.net,764.321.5842
33,Brittany Cuevas,77241 Zimmerman Track,West Danielshire,Utah,Reunion,alexander37@example.org,880.723.8811x71233
34,Justin Buckley DDS,47879 Jordan Drive,New Katherine,New York,Netherlands Antilles,emartinez@example.net,(445)512-5465
35,Jimmy Swanson,94825 Green Mills,Jeffreytown,Hawaii,Philippines,ygutierrez@example.com,587-524-0587
36,Christopher Martinez,Unknown,Whitestad,Georgia,Saint Kitts and Nevis,christopher45@example.net,Unknown
37,Stacy Foster,3348 Kelly Lake,Lake Chelseahaven,Kansas,Paraguay,Unknown,907-422-7717
38,Unknown,26145 Davis Isle,Ryanbury,Maine,Kuwait,shelby36@example.net,+1-984-695-5461x064
39,Patricia Larson,003 Ortiz Landing Apt. 229,Unknown,Georgia,Cyprus,keith77@example.com,+1-362-402-3271
40,Miss Karen Lewis,985 Roger Shoals,South Randall,Pennsylvania,Uzbekistan,dustinmorales@example.com,Unknown
41,Christopher Wilson,3900 Jennifer Ville,North David,Arkansas,Ethiopia,rileymatthews@example.net,350.238.3675
42,Craig Hogan,Unknown,Port Ashleyhaven,New Mexico,Latvia,janice50@example.com,+1-774-492-8644x1815
43,Sheila Francis,632 Cheryl Loop Apt. 579,Jenniferbury,Wisconsin,Jersey,btaylor@example.net,(377)259-4733
44,Jamie Meyer,41727 Tammy Ville,Williamstad,South Carolina,French Guiana,brian06@example.net,001-653-222-1933x38591
45,Cathy Morales,74686 Johnson Groves Apt. 317,South Mariah,Delaware,Burkina Faso,abrown@example.org,862-977-4777
46,Amy Wright,485 Howe Station Apt. 163,Unknown,Illinois,Yemen,michael08@example.org,001-346-818-8495x8386
47,Charles Mitchell,6341 Stacy Corner Suite 561,Reyeschester,South Carolina,Lithuania,jacobslisa@example.org,424-743-7168x54452
48,Andrew Hall,598 Edwards Mall,Port Jennifertown,North Dakota,Fiji,urios@example.com,(953)816-1800x061
49,Stephanie Wallace,5811 Wallace Corner Suite 047,Petersonburgh,New York,Unknown,jameslaura@example.com,+1-798-285-6400
50,Christine Sheppard,47336 Mary Cliffs Suite 630,Blackwellborough,Oklahoma,San Marino,jesse56@example.org,632-640-9379
51,Jonathan Davis,401 Davis Burg Apt. 075,North Marcusburgh,Georgia,Mongolia,livingstonjohn@example.com,934-229-8959x25171
52,Holly Barr,8380 Jessica Fort Suite 940,East Brianmouth,Missouri,San Marino,Unknown,5334821011
53,Jose Martinez,Unknown,Vanceside,Maryland,Guinea-Bissau,courtneymiller@example.com,561-313-2727
54,Luis Estrada,6301 Floyd Shore Apt. 354,Lake Ellenmouth,Massachusetts,Cook Islands,martinezchristopher@example.com,(734)736-3795x2770
55,Christopher Porter,55228 Jacobson Square Suite 382,New Edwardstad,North Dakota,Canada,oneillcody@example.net,001-606-625-9167x9723
56,Unknown,Unknown,Scottborough,Ohio,Unknown,lestrada@example.com,+1-238-718-6122x933
57,Lisa Perez,0506 Mason Hollow Suite 521,East Bethhaven,Minnesota,Oman,megansmith@example.org,220.815.7335x8910
58,Debbie Jenkins,25972 Amy Roads,North Misty,Missouri,Belarus,james54@example.net,001-213-314-0623x90258
59,Ivan Roberts,5791 Smith Point Suite 825,Richardmouth,South Dakota,Moldova,charlesdunn@example.com,475.297.8578
60,Victor Cunningham,0184 Foley Crossing Suite 444,Blackwellberg,Oregon,Sri Lanka,Unknown,646-804-2018x0742
61,Kathleen Harper,516 Wallace Land Suite 265,North Brianville,Utah,French Polynesia,xandrews@example.org,825.906.4520x2870
