Customer_ID,Customer_Name,Customer_Address,Customer_City,Customer_State,Customer_Country,Email,Phone_Number
85899345920,Lee Fry,0897 Gregory Prairie Apt. 262,Port Kimberlystad,Oregon,Hungary,anitahutchinson@example.net,Unknown
85899345921,Daniel Baker,538 Anthony Burgs Apt. 360,Meganport,Unknown,Burkina Faso,williamstephenson@example.com,3649934218
85899345922,Catherine Hernandez,149 Benjamin Lock,West Mary,Montana,Niger,davidroy@example.org,Unknown
85899345923,Joshua Parker,17111 Osborne Plaza Apt. 503,Port Renee,Texas,Trinidad and Tobago,alexandermcdonald@example.net,376.896.0491
85899345924,Lauren Charles,3740 Little Glens,Unknown,Unknown,Gambia,cbell@example.com,+1-392-305-7328
85899345925,Bradley Smith,3328 Dodson Villages Suite 727,Nicholasborough,Unknown,United Arab Emirates,Unknown,528-738-1906
85899345926,Sydney Frey,222 Michael Brook,East Ashleeside,Florida,Reunion,billy32@example.com,507-800-6471
85899345927,Michelle Morales,7563 Reyes Pine Apt. 889,New Darrell,Hawaii,Guinea-Bissau,Unknown,(849)400-8255x732
85899345928,Unknown,45915 Ballard Grove Apt. 334,Singhbury,Unknown,Guyana,ryan06@example.org,+1-929-771-1472x670
85899345929,Justin Morgan,64391 Duncan Place Apt. 626,New Jessica,Colorado,Indonesia,ggibson@example.net,Unknown
85899345930,Andrew Nelson,469 Castillo Extensions Suite 165,New Loriport,Maine,Suriname,twilliams@example.net,822-651-3256x95326
85899345931,Sarah Roberts,95680 Black Mountain Suite 427,Unknown,Michigan,Grenada,lukecochran@example.net,Unknown
85899345932,Sarah Lopez,Unknown,Port Thomas,Kansas,Ethiopia,anthony57@example.net,955-401-6705x29030
85899345933,Curtis Jefferson,9405 Ronald Harbors Suite 222,Port Hannah,West Virginia,Liechtenstein,justinmiller@example.org,001-937-825-5222x549
85899345934,Ana Scott,5118 Wong Ports,Lopezhaven,Alabama,Central African Republic,samanthahogan@example.org,363.745.7759
85899345935,Douglas Lopez,87047 Meyers Fork Apt. 993,Torresside,Unknown,Madagascar,jesse90@example.org,930-619-9095
85899345936,Darren Hernandez,622 Richardson Station,Lake Jermainestad,Washington,Australia,ellisonalyssa@example.net,(502)352-6807x37942
85899345937,Antonio Logan,03524 Malone Forest Apt. 593,Unknown,Kentucky,Guadeloupe,deniseconley@example.com,947-952-8721x09455
85899345938,Deborah Le,4719 Adrienne Corner Suite 116,Lake Kara,Alabama,Belgium,philiphoward@example.org,+1-973-427-4130x14956
85899345939,Greg Fisher,552 Catherine Rest,Thomasville,Kansas,Korea,david66@example.org,273-342-8012x7073
85899345940,Corey Boyd,424 Daniel Glen Apt. 683,Unknown,Maine,Suriname,daniel07@example.org,(734)225-7158
85899345941,Elizabeth Martin,8707 Paul Mall Apt. 121,Levineburgh,Minnesota,Switzerland,dburns@example.org,+1-372-453-6513x3738
85899345942,Kelly Castillo,8056 Lisa Lodge Suite 978,Harrisview,Unknown,Slovenia,andrea18@example.net,2546186921
85899345943,Tonya Guerra,2252 Marshall Creek Apt. 254,Unknown,Virginia,Myanmar,hobbssamantha@example.net,2647072602
85899345944,Jessica Ballard,1494 Brian Point Apt. 819,Wilsonmouth,Mississippi,Iran,ijackson@example.com,603.827.3536x1725
85899345945,Unknown,6725 Tina Mall Apt. 580,Larryberg,North Dakota,China,Unknown,Unknown
85899345946,Edward Avila,1810 Collins Lock,Jameschester,Maine,Peru,mpark@example.com,Unknown
85899345947,Unknown,378 Rivera Locks,Ginashire,Kentucky,Mexico,brandon10@example.org,Unknown
85899345948,Richard Martinez,013 Jennifer Forest,Bellborough,Illinois,Albania,mriddle@example.com,+1-484-756-9747
85899345949,Raymond Henderson,Unknown,Davidtown,Kansas,Belgium,martinbrenda@example.com,001-231-590-3837x59191
85899345950,Jamie Stephenson,0953 Kristina Wells Apt. 791,Unknown,North Dakota,Singapore,kennethcampbell@example.com,001-962-529-7058
85899345951,Diana White,9307 Aaron Highway Apt. 870,East Lori,North Carolina,Libyan Arab Jamahiriya,ruizreginald@example.com,Unknown
