Customer_ID,Customer_Name,Customer_Address,Customer_City,Customer_State,Customer_Country,Email,Phone_Number
103079215104,Unknown,250 Kristen Fields,Lauraborough,Oregon,Ukraine,jonathanfoster@example.com,519.728.4346x22042
103079215105,Chad Miller,0382 Lopez Motorway Apt. 523,Tyronetown,Unknown,Mauritania,nmartinez@example.net,6489443858
103079215106,Richard Keller,34422 Gwendolyn Corner,East Michael,Connecticut,Niger,chriscantrell@example.org,001-816-692-9865x0948
103079215107,Curtis Smith,29194 Jimenez Islands,Joshuastad,Pennsylvania,Hong Kong,waltonrobin@example.org,347.319.6146
103079215108,Christopher Gill,8862 Sherman Tunnel Suite 615,Longfort,North Dakota,Gibraltar,janderson@example.org,(238)808-0768x25622
103079215109,Antonio Gutierrez,20645 Young Terrace,Brianaland,Wisconsin,Unknown,margaret63@example.net,239-507-1904x66017
103079215110,Brooke Stephenson,8218 Jacobs Ridge Apt. 187,Sarahhaven,North Carolina,Guinea,taylorsara@example.com,811.358.2637x1927
103079215111,Unknown,52876 Kevin Spring,Josephberg,Utah,Yemen,glenda52@example.org,762-304-4193x7226
103079215112,Unknown,Unknown,Nguyenfort,Utah,Unknown,jonestracy@example.net,+1-790-325-5598x6150
103079215113,Carol Moody,2370 Christine Trail Apt. 767,Mathisburgh,Iowa,Heard Island and McDonald Islands,zachary86@example.org,6787252765
103079215114,Jonathan Howard,95155 Michael Fords Suite 420,Gallagherhaven,Unknown,Turkey,Unknown,650.614.4282x91148
103079215115,Bruce Barrett,87392 Berry Burg,Lake Sherry,Oklahoma,El Salvador,lidaisy@example.org,001-217-401-2766x339
103079215116,Unknown,2490 Bradford Ports Apt. 897,West Chris,Utah,Unknown,egregory@example.com,736.975.3717
103079215117,Kristin Mendez,69793 Heather Mount,North Sheenaport,South Carolina,India,patriciajohnson@example.org,(491)644-6359
103079215118,Anna Christian,819 Jacobs Walk Suite 012,Mckenziehaven,Unknown,Ukraine,dfisher@example.org,677-274-0143
